P_min,P_max,P_range,S_mean,M_sum,M_mean,M_max,num_domains,closed_units,step,wall_time_s
0.0002715171092528773,0.1994102197228193,0.19913870261356642,0.163168764827336,104.4530167839431,0.0063753062001918395,0.18817807754515334,16,8,94000,697.31
0.00027199415444988,0.21282704359100502,0.21255504943655515,0.16333417534355393,105.0487609328132,0.006411667537403149,0.18899309111706636,16,8,96000,709.47
0.00027311032799819264,0.199384843890152,0.1991117335621538,0.1634246856345547,105.46203694590139,0.006436891903436364,0.18948356095246935,16,7,98000,721.64
0.0002730145970532778,0.1996986405438223,0.19942562594676902,0.16320293909662373,105.02344449127446,0.0064101223444381385,0.18937670920351649,16,8,100000,733.81
0.00027106228210519535,0.1989231773924114,0.1986521151103062,0.16321575945271163,104.14872237467276,0.006356733543376023,0.18604327375388685,16,8,102000,745.98
0.00026833094149811504,0.21640582038400757,0.21613748944250946,0.16341947372106908,104.9910141224384,0.006408142951808984,0.1789925419714908,16,7,104000,758.16
0.00027052608647979787,0.19962330323485838,0.1993527771483786,0.1632347144734318,105.38197552726365,0.006432005342240213,0.18105750570532111,17,8,106000,770.39
0.0002705435315458642,0.19944040045899775,0.19916985692745187,0.16319078034731346,104.24622396724007,0.0063626845683129925,0.18631297531825564,17,8,108000,782.65
0.0002724364292381273,0.2196710925806868,0.21939865615144866,0.1634030757925004,105.14508477440228,0.006417546678125139,0.18815567121894441,16,8,110000,794.83
0.0002714338466129964,0.1997159410308975,0.1994445071842845,0.16339087258143467,105.67594515141127,0.006449947824182817,0.1885506472418667,16,7,112000,807.02
0.0002723835537257277,0.19982361796329706,0.19955123440957134,0.16318223063973553,104.77111390759431,0.006394721307836567,0.18840979572911593,16,8,114000,819.21
0.0002720303648534982,0.19929123952572284,0.19901920916086935,0.1632798674469422,104.66514796089791,0.006388253659722773,0.18851823463091677,16,8,116000,831.39
0.00027351018571814705,0.2077242051575774,0.20745069497185925,0.16342483595404056,105.19121514544038,0.00642036225252932,0.18887299049448844,16,7,118000,843.57
0.00026869668526636396,0.19886368466909776,0.1985949879838314,0.1631809889791474,105.23898948835227,0.006423278167013689,0.18108660028123302,16,8,120000,855.75
0.0002696041390171309,0.19916138416047652,0.19889178002145938,0.16319355072045044,104.11756827718546,0.006354832048168058,0.1773794158066612,16,8,122000,867.93
0.00027153795688922684,0.21787793666112892,0.2176063987042397,0.16340490367646276,105.09776163290894,0.006414658302789852,0.18505801205453537,16,7,124000,880.13
0.0002726984550629507,0.19947120400075274,0.1991985055456898,0.16321708800310303,105.47520062765474,0.006437695350809005,0.18855315272070475,16,8,126000,892.31
0.000272474523054684,0.199634176352631,0.19936170182957633,0.16316747356508576,104.2923177860254,0.006365497911744714,0.1888146295132388,17,8,128000,904.49
0.00027288129861094635,0.21951622715329583,0.21924334585468488,0.16337489839006192,105.19326799647158,0.006420487548612767,0.18921883515039803,16,8,130000,916.68
0.0002724122609675218,0.19939649413290272,0.1991240818719352,0.16342801570399446,105.53524568556284,0.006441360210300466,0.18811002546872577,16,7,132000,928.86
0.0002731848444713915,0.20006522645028613,0.19979204160581474,0.16320533711114246,104.94259941431307,0.006405187952533756,0.18860331878386344,16,8,134000,941.07
0.0002681456990386326,0.19882970390851928,0.19856155820948065,0.16325760300348693,104.4610361817293,0.006375795665388751,0.1796691052384968,16,8,136000,953.24
0.0002710180233561369,0.21045192860603773,0.2101809105826816,0.16342575731130005,105.14785094200161,0.006417715511596778,0.17915633635909806,16,7,138000,965.41
0.00027107008450086517,0.198901697460488,0.19863062737598713,0.16320242259034817,105.27112638100739,0.006425239647278283,0.18605405066811181,16,8,140000,977.59
0.0002726035393246749,0.19952294117145947,0.1992503376321348,0.16320199980639621,104.06972115385838,0.006351911691519677,0.1885841761987097,17,8,142000,989.76
0.00027239598279275867,0.2193631517818142,0.21909075579902143,0.16339944397671102,105.01701113641516,0.00640972968361909,0.1890037320548625,16,7,144000,1001.96
0.0002697048976206716,0.19971370329539356,0.19944399839777288,0.1633078786974818,105.4050469591676,0.006433413510691382,0.18592282987651365,16,7,146000,1014.14
0.0002680028186248325,0.19943608812822258,0.19916808530959776,0.16316652188399594,104.4254182072379,0.00637362171675036,0.17838091638488174,16,8,148000,1026.31
0.00027094137924301174,0.20290709463218676,0.20263615325294373,0.16329272612405388,104.89577952226853,0.00640233029310721,0.18264018144810998,16,8,150000,1038.48
0.0002713675272362103,0.20302647026761977,0.20275510274038355,0.1634431587029644,105.21064377939723,0.0064215480822386005,0.18710030323938126,16,7,152000,1050.65
0.0002712964465056123,0.19906400597899732,0.1987927095324917,0.1631999555827871,105.02151607007448,0.006410004642948882,0.18878255626029938,16,8,154000,1062.83
0.00027237569645658754,0.2000718823588861,0.19979950666242952,0.1632237711121074,104.15891977649322,0.006357355943389479,0.18842129292061566,16,8,156000,1075.0
0.0002727665736979601,0.21712605565494794,0.21685328908124998,0.16340881376197003,104.95339680489144,0.0064058469729548,0.18950862176795158,16,7,158000,1087.18
0.0002690907574625739,0.19934524705744971,0.19907615629998715,0.16324526102117248,105.42425799261078,0.00643458605911931,0.1826172285554248,16,8,160000,1099.35
0.0002697630478869875,0.19880930452426318,0.1985395414763762,0.16317169859732616,104.25806830628441,0.006363407489397242,0.178234472539983,17,8,162000,1111.53
0.0002712447749575557,0.21881762087846315,0.2185463761035056,0.1633815404756701,105.17524929268497,0.006419387774211729,0.1855501934935395,16,8,164000,1123.71
0.00027144243352629325,0.1998865166719236,0.1996150742383973,0.16340452771488653,105.39484408282536,0.006432790776539634,0.18749248933985668,16,7,166000,1135.88
0.0002721950379912414,0.19936646922251222,0.19909427418452097,0.16318932192566948,104.89349943309838,0.006402191127508446,0.18875208492594342,16,8,168000,1148.05
0.0002728541891256746,0.19971472775126595,0.19944187356214027,0.16324316349883344,104.52534649786557,0.006379720855582615,0.18883622006316148,16,8,170000,1160.22
0.0002730744765545203,0.21245276717721576,0.21217969270066123,0.16341340814228805,105.20444061995069,0.006421169471432537,0.1894367048016512,16,7,172000,1172.4
0.0002677558484130163,0.19935642462454728,0.19908866877613426,0.16318860835622512,105.20075151496457,0.0064209443063332865,0.18053911095870553,16,8,174000,1184.59
0.0002721909635967066,0.19902098715506975,0.19874879619147304,0.1631957493932877,104.1137110459337,0.006354596621455914,0.18010420852880274,16,8,176000,1196.75
0.00027116235090487474,0.21904919666607742,0.21877803431517254,0.16338374521036034,105.11382660530232,0.006415638830890034,0.18622789661629904,16,7,178000,1208.93
0.00027165771420363684,0.1995958508650264,0.19932419315082275,0.16328434384256732,105.48108313821305,0.006438054390760074,0.18839866244587353,16,7,180000,1221.11
0.00027225603807952734,0.19889009950890854,0.198617843470829,0.16317858394422557,104.46732839311143,0.0063761797114936175,0.1891609984148319,16,8,182000,1233.28
0.0002729269752273094,0.20827620999562055,0.20800328302039323,0.16329237585905548,105.0792867889982,0.006413530687805066,0.18960283641868902,16,8,184000,1245.49
0.0002730771597139732,0.19948796201383479,0.1992148848541208,0.16341115830251818,105.2894979018375,0.006426360955922699,0.1892142634735096,16,7,186000,1257.67
0.0002686027231994204,0.19968487345652233,0.1994162707333229,0.16321012766904794,105.10405499573315,0.006415042419173166,0.18157029708285097,16,8,188000,1269.84
0.00026963840525325223,0.1998260417780258,0.19955640337277253,0.16322054499518818,104.05556387150094,0.006351047599578915,0.17767904043299684,16,8,190000,1282.0
0.000271856192994438,0.21661093988890087,0.21633908369590643,0.16339052606275536,105.02527690095062,0.006410234185849037,0.18513825837933306,16,7,192000,1294.18
0.00027134556960542493,0.19911727174359886,0.19884592617399344,0.16323525868845845,105.42250385153696,0.006434478994844785,0.18826510034410862,17,8,194000,1306.35
0.0002729208342798633,0.19974188324145556,0.1994689624071757,0.1631888348486248,104.24933468001588,0.006362874431153313,0.18964913454541588,17,8,196000,1318.52
0.0002725320407871799,0.219962935984289,0.21969040394350184,0.16340029428888636,105.11031013141825,0.006415424202357071,0.18897414293886675,16,7,198000,1330.69
0.0002727871273318912,0.1997703998063855,0.1994976126790536,0.16338356078127242,105.61346143279022,0.0064461341206537,0.18898623280155502,16,7,200000,1342.85
0.0002701513196728734,0.19974581079069553,0.19947565947102266,0.16315284597758356,104.82990264346653,0.006398309487516267,0.18622993361807294,16,8,202000,1355.03
0.00026817465558728193,0.1999124293984748,0.19964425474288752,0.16325397564935598,104.69679413429431,0.0063901851888607366,0.1788667837783216,16,8,204000,1367.2
0.0002708104343086662,0.20683784930048474,0.20656703886617608,0.16341597067417724,105.12560975800461,0.006416358017456336,0.1849113322850938,16,7,206000,1379.37
0.00027185443477999784,0.19913889954083977,0.19886704510605976,0.16321059607407284,105.22940991072912,0.00642269347599665,0.18774255448123536,16,8,208000,1391.54
0.0002727616899762429,0.1987362558702866,0.19846349418031034,0.16320046695500667,104.05684634882081,0.00635112587578252,0.1893473219555603,16,8,210000,1403.71
0.00027293890911790175,0.2182824888429707,0.2180095499338528,0.16339814518709622,105.01348649085494,0.006409514556326596,0.18927522495380247,16,7,212000,1415.9
0.0002729421694985848,0.1997419710055501,0.19946902883605153,0.16325722498115544,105.62858949325218,0.006447057464187755,0.18865287199349473,16,7,214000,1428.08
0.00027348339484004096,0.19951059215432565,0.1992371087594856,0.16315551079220394,104.42736890583019,0.006373740777943737,0.18900884011099262,17,8,216000,1440.24
0.00027282946435186424,0.215979668892626,0.21570683942827412,0.16335304318432378,105.06993416087184,0.006412959848686025,0.18881107356118657,16,8,218000,1452.41
0.00026969105687024415,0.1996860356719845,0.19941634461511426,0.1634389333944003,105.40165271286084,0.006433206342337698,0.18424623200590703,16,7,220000,1464.58
0.00026769517449244456,0.19968773018953406,0.19942003501504163,0.1631986600183149,104.89600933415876,0.0064023443197118385,0.1768657363495394,16,8,222000,1476.8
0.000270221639562033,0.19986189821587103,0.199591676576309,0.16323317726614225,104.29237712601615,0.006365501533570322,0.18060294228514323,16,8,224000,1488.97
0.0002716651371017674,0.21409966334416952,0.21382799820706774,0.16340560501221219,105.09034699800262,0.006414205749389808,0.18669538522542134,16,7,226000,1501.14
0.00027196368072234396,0.19930309652513442,0.19903113284441207,0.16322052671533,105.37457283299203,0.006431553517638674,0.18772182287737657,17,8,228000,1513.32
0.0002727372773509634,0.19942047285337364,0.19914773557602267,0.16318014499525618,104.09464073317511,0.0063534326619369575,0.18904955459071066,17,8,230000,1525.48
0.0002729538909255285,0.21926240260170562,0.2189894487107801,0.16339132933941147,105.10479203754562,0.006415087404635353,0.18876453931194767,16,8,232000,1537.66
0.00027290167012744234,0.19973188895069793,0.1994589872805705,0.1633934938494761,105.62862922412056,0.006447059889167515,0.18863654290885315,16,7,234000,1549.83
0.00027287374908555083,0.19971538875747624,0.1994425150083907,0.16318326630676108,104.79170914596432,0.006395978341428486,0.18914911936445547,16,8,236000,1561.99
0.0002684627044470955,0.19931054945352095,0.19904208674907384,0.16326423577339766,104.60936081580176,0.006384848682605088,0.1786196192702679,16,8,238000,1574.16
0.0002710779714187547,0.20888965275063875,0.20861857477922,0.16342072953198783,105.07018436448202,0.006412975119902467,0.17954222258723215,16,7,240000,1586.33
0.0002719267863193296,0.19972263018781217,0.19945070340149285,0.16318875475361472,105.46636497737938,0.0064371560655138785,0.18599032371158722,16,8,242000,1598.51
0.0002720949345651772,0.19964787004786405,0.19937577511329888,0.16319343058742208,104.04081262253716,0.006350147254793528,0.18871450039397267,17,8,244000,1610.69
0.00027234410396683183,0.21919144090149523,0.21891909679752838,0.16342258227991233,105.26072694805114,0.006424604916262887,0.18883434322104026,16,7,246000,1622.88
0.0002728007677391966,0.19971553390898267,0.19944273314124347,0.1632753790073896,105.56305977830797,0.0064430578477971175,0.18901368758013576,16,7,248000,1635.1
0.00027114096387340444,0.1996123328902483,0.1993411919263749,0.16315339386943345,104.39541066779722,0.00637179020189192,0.18711972606209876,17,8,250000,1647.28
0.00026954601093117655,0.21678046848149143,0.21651092247056025,0.16336027362270245,105.21967351664952,0.0064220992136626905,0.17961148221835826,16,8,252000,1659.48
0.00027041742473063153,0.19966013602409924,0.1993897185993686,0.1634357779793493,105.49869144361519,0.006439129116431591,0.18159972599829363,16,7,254000,1671.67
0.0002716544600133697,0.19915614738405546,0.1988844929240421,0.16320560408303916,104.89429392984054,0.006402239619741244,0.1876469468971802,16,8,256000,1683.85
0.00027196596200682965,0.2001010868705408,0.19982912090853397,0.16323946062971165,104.35722647221979,0.006369459623548571,0.18847892473769984,16,8,258000,1696.04
0.00027254808972322435,0.21361892684126518,0.21334637875154197,0.16340583723846724,105.10376936758004,0.006415024985814212,0.18943232938862997,16,7,260000,1708.21
0.0002724038726363784,0.19913184576669732,0.19885944189406093,0.1632166604424834,105.43087769310503,0.006434990093573305,0.18881889010840097,17,8,262000,1720.41
0.0002735631842019539,0.19929579370811085,0.19902223052390888,0.16318629072192353,104.10180743178466,0.006353870082506388,0.1897193592459766,17,8,264000,1732.58
0.0002690803158750358,0.21976075256577549,0.21949167224990046,0.163371292640546,105.10611185974969,0.0064151679601898,0.1826205099126754,16,7,266000,1744.74
0.0002692480142936262,0.19901158522099133,0.1987423372066977,0.16336583463544677,105.6424802999135,0.006447905291742767,0.17756961535575663,16,7,268000,1756.91
0.0002706485856050899,0.199744965931106,0.19947431734550092,0.16318961897850193,104.73109394710544,0.0063922786832950095,0.1841615551883788,16,8,270000,1769.09
0.0002712032824249054,0.20151322628958626,0.20124202300716135,0.16328555604451367,104.80617167720186,0.00639686106428234,0.18727589083191004,16,8,272000,1781.27
0.00027234583674098554,0.20331145829306507,0.20303911245632408,0.16343834125397694,105.16673835902648,0.00641886830804605,0.1891910774865816,16,7,274000,1793.44
0.0002736478198195547,0.19965096566221857,0.199377317842399,0.16320579300650212,105.27715523883195,0.006425607619557614,0.1892328977625395,16,8,276000,1805.61
0.0002727105425823739,0.1992469296969007,0.19897421915431832,0.16319901646493282,104.08472933088339,0.006352827717949426,0.18973430328519858,16,8,278000,1817.81
0.0002729308954714085,0.21752803221958628,0.21725510132411488,0.16338504246613142,105.23567669336096,0.006423075970053769,0.1884414499233794,16,7,280000,1829.98
0.00027295165807278773,0.19908376503752065,0.19881081337944786,0.16323645392880748,105.52394663351791,0.006440670570893427,0.18872752589718517,17,8,282000,1842.17
0.0002710243571244321,0.1995018190259748,0.19923079466885038,0.163158113695394,104.25435434489484,0.006363180807183523,0.18525356255349654,17,8,284000,1854.35
0.000267714784105295,0.2205050411772258,0.22023732639312052,0.16336757640831207,105.13323999028258,0.0064168237298756455,0.1782331949085887,16,8,286000,1866.52
0.00027062660508724056,0.19993912432422548,0.19966849771913822,0.16339876353497662,105.58388936436207,0.006444329184836552,0.18155785265068392,16,7,288000,1878.7
0.0002712828541984375,0.1996137884267684,0.19934250557256997,0.16318415180032728,104.91476947238397,0.0064034893476796854,0.18730755396636478,16,8,290000,1890.97
0.00027230895615425264,0.19970806600660632,0.19943575705045205,0.16326532504844254,104.51592614344594,0.006379145882778683,0.18878200655356897,16,8,292000,1903.33
0.0002731259601120738,0.21039560958989667,0.21012248362978458,0.16342506009410537,105.01194615545276,0.006409420541714646,0.18910540662498893,16,7,294000,1915.53
0.0002726425752756432,0.1991509249662768,0.19887828239100114,0.1632159705123251,105.2028484936845,0.0064210722957571105,0.18852677628050465,17,8,296000,1927.7
0.00027219276083366174,0.1997106973586917,0.19943850459785806,0.16320188892514928,104.08236999002014,0.00635268371521119,0.18797427513608558,17,8,298000,1939.87
0.0002730615628787938,0.21944803145236916,0.21917496988949037,0.16341442460480948,105.17050764788932,0.006419098367180745,0.1887452664413478,16,7,300000,1952.05
0.0002691233712454836,0.1991380280612654,0.19886890469001992,0.1633193339107069,105.55738486793186,0.006442711478755607,0.18135822953169586,16,7,302000,1964.25
0.00026962949422672374,0.1997907555106806,0.19952112601645386,0.16317573293231497,104.70756493935227,0.006390842586630387,0.1779281124370875,16,8,304000,1976.42
0.0002710438525389191,0.20833430281491905,0.20806325896238012,0.16331463573654423,104.98032359528295,0.006407490453813657,0.18540655648174517,16,8,306000,1988.59
0.0002716339992806159,0.1991169320778683,0.19884529807858767,0.1634107822091183,105.17619819936857,0.006419445690879429,0.18820428442841228,16,7,308000,2000.76
0.00027208042958856856,0.19930869207183644,0.19903661164224787,0.16321380426279417,105.18365643406227,0.0064199009053993086,0.18827291810818575,16,8,310000,2012.93
0.00027236685003058776,0.19904102266590662,0.19876865581587602,0.16319248601225278,104.1319690251665,0.006355711000071197,0.1883888327497742,16,8,312000,2025.11
0.00027342336054768574,0.21781909787130782,0.21754567451076012,0.1634143330428306,105.17721704332469,0.006419507876179485,0.18912675229445064,16,7,314000,2037.29
0.00027275219107740224,0.19880884004259358,0.1985360878515162,0.1632644824021884,105.35982214978623,0.006430653207384413,0.18800231181457192,17,8,316000,2049.46
0.0002731422063222054,0.19934717986215258,0.19907403765583037,0.16314810422412923,104.04582050468045,0.006350452911662625,0.18918368081879067,17,8,318000,2061.63
0.00026825529084607375,0.21999469257406365,0.21972643728321758,0.16338633648970874,105.04035538391285,0.00641115450341265,0.17951423321565377,16,8,320000,2073.8
0.0002705329467056757,0.19992464826074852,0.19965411531404284,0.16339326111588026,105.52135569314424,0.006440512432442886,0.17883815079767842,16,7,322000,2085.98
0.00027091238207074315,0.1996173183286707,0.19934640594659994,0.16318251236738754,104.70214159110566,0.0063905115717227574,0.18618726292652304,16,8,324000,2098.16
0.0002713279974750058,0.200196288784671,0.199924960787196,0.16328995709038283,104.74765618091818,0.00639328956182362,0.18748342679493374,16,8,326000,2110.34
0.00027270841039134973,0.20821074626848893,0.20793803785809759,0.16340742700796576,105.10208796291788,0.006414922361017937,0.18878170865744343,16,7,328000,2122.54
0.0002717929856498569,0.1996258241360394,0.19935403115038955,0.1631955813431774,105.19407350051551,0.006420536712677949,0.18849431177419448,16,8,330000,2134.72
0.00027291908513185653,0.1996689379548569,0.19939601886972505,0.16320810687585827,104.20161342372843,0.006359961756819362,0.18847718085557844,16,8,332000,2146.9
0.00027331979244401406,0.21815984393140256,0.21788652413895854,0.16340326590836965,105.10828160892271,0.006415300391169599,0.1892731590048066,16,7,334000,2159.08
0.0002692920865244253,0.19953569486332776,0.19926640277680333,0.16325226406843152,105.41080262061752,0.0064337648083873,0.18186491494417828,16,8,336000,2171.26
0.0002692985061188421,0.19970836848100432,0.19943906997488547,0.16317099643254723,104.43386790686239,0.006374137445487206,0.1776238340390421,16,8,338000,2183.43
0.00027103311592351407,0.21650104048505148,0.21623000736912795,0.16335066448913282,105.1364983854676,0.006417022606534888,0.18597416670014302,16,8,340000,2195.61
0.0002719545072969919,0.1995767195746697,0.19930476506737269,0.16342069925448868,105.45108388179321,0.006436223381457105,0.18786808853981204,16,7,342000,2207.79
0.00027159236405898806,0.19963759359919322,0.19936600123513423,0.1631893970962135,104.9483293430198,0.006405537679627673,0.1885911231732493,16,8,344000,2219.96
0.00027199887318027713,0.19936406625274608,0.1990920673795658,0.1632362230761102,104.21851875824638,0.0063609935765531235,0.18808605488565072,16,8,346000,2232.12
0.00027283181262211567,0.21308620921460378,0.21281337740198167,0.16342420826944115,105.13010486099608,0.0064166323767697805,0.18900108182785996,16,7,348000,2244.31
0.0002689222473304739,0.19991525958716946,0.199646337339839,0.16318907973939029,105.1536901153397,0.006418071906453839,0.18267638260232938,17,8,350000,2256.53
0.0002689651947371755,0.1993210115355649,0.1990520463408277,0.16319344639416183,103.99373721474207,0.006347273999923222,0.1774069698813683,17,8,352000,2268.71
0.0002710641541536952,0.21959546474292377,0.21932440058877006,0.1634036875058027,105.13918715970416,0.006417186716290537,0.18361714725842596,16,7,354000,2280.9
0.00027110965865359576,0.19941879472017424,0.19914768506152064,0.1633101275326985,105.65967477152232,0.006448954759004048,0.18763784308993037,16,7,356000,2293.09
0.00027169044723210215,0.19998379361432247,0.19971210316709037,0.1631603638819779,104.55534793217845,0.006381551997813626,0.18834292221978152,16,8,358000,2305.27
0.00027257695030078523,0.21308695536670477,0.212814378416404,0.16332788746524618,105.10201025496332,0.0064149176181007884,0.18863404951919077,16,8,360000,2317.47
0.00027271724402577654,0.19996401254091112,0.19969129529688534,0.1634356302083292,105.48261256938723,0.0064381477398307635,0.18911582551902711,16,7,362000,2329.66
0.00027135787189210215,0.1998531507233903,0.19958179285149819,0.163182038068006,105.02201925247738,0.006410035354765465,0.187380229896771,16,8,364000,2341.84
0.0002686094312543989,0.1986632490230966,0.1983946395918422,0.1632040693562741,104.08540687727157,0.006352869072099095,0.1792042132416442,16,8,366000,2354.02
0.0002699935315613961,0.21626415090044607,0.21599415736888466,0.16339100739282028,105.09647195109332,0.006414579586858723,0.17986148782306102,16,7,368000,2366.21
0.0002720943880720104,0.199681406556866,0.19940931216879398,0.1632313768996964,105.37182074397512,0.006431385543455513,0.18700487518659115,17,8,370000,2378.4
0.00027238026548311516,0.19910651045357616,0.19883413018809304,0.16319305803983092,104.09082327057652,0.006353199662510774,0.18869557200924764,17,8,372000,2390.59
